address	categories	city	country_code	country_name	description	domain	domain_suffix	email	language	link	name	page_type	phone	phone_country_code	raw_address	raw_phone	region_code	region_name	site_name	text	tld	zip_code
303 e kearsley st, 48502-1950, flint, mi, us, michigan	Colleges & Universities	flint	us	united states		umflint.edu	edu		en	https://crc.gov.my	University of Michigan-Flint	LocalBusiness	18107623300	us	Flint, MI	(810) 762-3300	mi	michigan	UM-Flint	4.0 (68) · Public university Flint, MI (810) 762-3300	edu	485021950
248 earl stewart dr, l4g 6v8, aurora, on, canada, ontario	Sports Medicine & Physical Therapy	aurora	ca	canada		aurorasportsmed.ca	ca		en	https://acwr.net	Aurora Sports Medicine Professionals Inc.	Organization	19055032767	ca	Aurora, ON, Canada	+1 905-503-2767	on	ontario	Nobleton Physiotherapy	"4.8 (74) · Physical therapist Aurora, ON, Canada Open ⋅ Closes 8PM · +1 905-503-2767 \... inform you that Physiotherapy services and clinics remain open as ...\"""""	ca	l4g 6v8
308 west san antonio street, po box 239, 78644, lockhart, tx, texas	Executive, Legislative & Government Institutions	lockhart	us	united states		lockhart-tx.org	org		en		Lockhart City Hall		15123983461		Lockhart, TX	(512) 398-3461	tx	texas	City of Lockhart	3.3 (3) · City Hall Lockhart, TX (512) 398-3461	org	78644
12785, brault, j7j 0c4, mirabel, france, rhône-alpes	Office & Industrial Cleaning	mirabel	ca	canada		entretienoptimum.com	com		fr		Entretien Optimum inc.		14509710505	ca	20+ years in business · Mirabel, Quebec, Canada	+1 450-971-0505	qc	quebec	Entretien Optimum	5.0 (7) · House cleaning service 20+ years in business · Mirabel, Quebec, Canada Closed ⋅ Opens 8AM Mon · +1 450-971-0505 Onsite services	com	j7j 0c4
315  boulevard cartier ouest, h7n 2j3, laval, qc, canada, quebec	Motorcycle Dealers & Rentals	laval	ca	canada		lavalmoto.com	com		en		LAVAL MOTO		14506621919	ca	7+ years in business · 315 Boulevard Cartier O	+1 450-662-1919	qc	quebec	Laval Moto	4.4 (345) · Motorcycle dealer 7+ years in business · 315 Boulevard Cartier O Closed ⋅ Opens 9AM Mon · +1 450-662-1919 Jumbo motorcycle shop selling brand-name new & used bikes, accessories & clothing. In-store shopping·Curbside pickup	com	h7n 2j3
30 madison ave, 01105, springfield, ma, massachusetts	Preschools & Kindergartens	springfield	us	united states		hcsheadstart.org	org		en		Holyoke Chicopee Springfield Head Start, Inc.		14137886522		30 Madison Ave	(413) 788-6522	ma	massachusetts	HCS Head Start	5.0 (3) · Preschool 30 Madison Ave Open ⋅ Closes 5PM · (413) 788-6522	org	01105
2760  glassboro cross keys rd, 08028, glassboro, nj, new jersey	Metal Fabrication Services	glassboro	us	united states		shopjfi.com	com		en	https://claystonemortgageteam.com	Joseph Fazzio, Inc.	LocalBusiness	18568813185		Glassboro, NJ	(856) 881-3185	nj	new jersey	Joseph P. Fazzio	"4.7 (208) · Metal supplier Glassboro, NJ Closed ⋅ Opens 7:30AM Tue · (856) 881-3185 \Used equipment and factory buy outs. If it is used to build you can ...\"""""	com	08028
2225 kennedy rd, 53545, janesville, wi, wisconsin	Plastics Products	janesville	us	united states	Central Die Supplies Inc. is a distributor to the Canadian market for the steel rule die making, die cutting, business forms and printing industries. Additional Information Central Die Supplies is a wholesale distributor to the Canadian market for steel rule diemaking, diecutting (flatbed and rotary), folding carton and corrugated box manufacturing, commercial (litho) and flexographic printing, business forms, and other graphic industry companies. Products 3M Adams Technologies/SDS Bar-Plate... Bohler Burkel-Piette Cimex Software Cito Essmann & Schaefer Gerber Innovations/Data Technology H.S. Boyd COmpany Helmold Mansfield Board Machinery Matthews International Meaden Precision Products Monroe Rubber & Plastic National Steel Rule P.G. Wood Imports/Laserply Praego Patrizen Printguard Printline Rodicut Sandvik Speedi-Tear Viking/Martin Miller Wagner Zimmer	prent.com	com	info@centraldie.com	en	http://centraldie.com	Prent Corporation	LocalBusiness	16087540276		Janesville, WI	(608) 754-0276	wi	wisconsin	Prent	3.9 (13) · Plastic fabrication company Janesville, WI Closed ⋅ Opens 8AM Mon · (608) 754-0276	com	53545
500 n grand ave, 50616, charles city, ia, iowa	Auto Services|Other schools	charles city	us	united states		charlescityschools.org	org		en		Charles City Community School District		16412576500		Charles City, IA	(641) 257-6500	ia	iowa	Charles City Community Schools	2.8 (5) · School administrator Charles City, IA Open ⋅ Closes 4PM · (641) 257-6500	org	50616
2115 4 street sw, t2s 1w8, calgary, ab, canada, alberta	Fitness & Health Centers|Fitness & Health Centers	calgary	ca	canada		one-cycle.com	com		en		One Cycle Spin Studio		14032444484	ca	OUTDOOR SPIN at Deane House:, 2115 4 Street SW, 806 9 Ave SE	+1 403-244-4484	ab	alberta	One Cycle	4.1 (53) · Indoor cycling OUTDOOR SPIN at Deane House:, 2115 4 Street SW, 806 9 Ave SE Closed ⋅ Opens 8AM Sat · +1 403-244-4484	com	t2s 1w8
610 dupre dr, 29307, spartanburg, sc, south carolina	Middle Schools	spartanburg	us	united states		spartanburg7.org	org		en		Spartanburg School District 7		18645944400	us	Spartanburg, SC	(864) 594-4400	sc	south carolina	Spartanburg School District Seven	3.4 (26) · School district office Spartanburg, SC Closed ⋅ Opens 8AM · (864) 594-4400	org	29307
2610 south main st, 77477, stafford, tx, texas	Executive, Legislative & Government Institutions	stafford	us	united states		staffordtx.gov	gov		en		City of Stafford		12812613900	us	Stafford, TX, United States	+1 281-261-3900	tx	texas	Stafford Municipal School District	3.8 (5) · City government office Stafford, TX, United States +1 281-261-3900	gov	77477
7501 skoog blvd, 86314, prescott valley, az, arizona	Executive, Legislative & Government Institutions	prescott valley	us	united states		pvaz.net	net		en		Town of Prescott Valley, Arizona		19287593000	us	Prescott Valley, AZ, United States	+1 928-759-3000	az	arizona	Prescott Valley	3.5 (6) · City Hall Prescott Valley, AZ, United States Closed ⋅ Opens 8AM Mon · +1 928-759-3000	net	86314
2487 mt. st. michael rd, v8m 1t7, saanichton, bc, canada, british columbia	Farms & Agriculture Production	saanichton	ca	canada		seacider.ca	ca		en	https://cityofnorthport.org	Sea Cider Farm & Ciderhouse	LocalBusiness	12505444824	ca	Saanichton, BC, Canada	+1 250-544-4824	bc	british columbia	Wolf in the Woods	4.6 (242) · Orchard Saanichton, BC, Canada Closes soon ⋅ 6PM · +1 250-544-4824	ca	
18016 105 Ave NW #101, Edmonton, AB T5S 2P1, Canada	Home Builders & Renovation Contractors	edmonton	ca	canada		greyrockexteriors.ca	ca		en		GreyRock Exteriors		17802503399	ca	18016 105 Ave NW #101	+1 780-250-3399	ab	alberta	GreyRock Exteriors	5.0 (7) · Contractor 18016 105 Ave NW #101 Closed ⋅ Opens 8AM Mon · +1 780-250-3399	ca	t5s 2p1
nueva providencia 1881 piso 9 oficina 913, 7500000, santiago, chile, santiago metropolitan region	Audiology Clinics|Clinics - Surgeons & Physicians	santiago	cl	chile		audiomedical.cl	cl		es		AUDIOMEDICAL		56223769186	cl	Av. Providencia 1881, oficina 913	+56 2 2376 9186	rm	santiago metropolitan	Audiomedical	Santiago, Providencia, Chile · +56 2 2376 9186 Closed ⋅ Opens 10AM Mon In-store shopping	cl	7500000
683 woodcrest rd, p7g 1j2, thunder bay, on, canada, ontario	Plant Nurseries & Stores	thunder bay	ca	canada		creekside.ca	ca		en		Creekside Nursery & Garden Centre		18077676900	ca	7+ years in business · Thunder Bay, ON, Canada	+1 807-767-6900	on	ontario	Creekside Nursery & Garden Centre	"4.4 (50) · Garden center 7+ years in business · Thunder Bay, ON, Canada Opens soon ⋅ 9AM · +1 807-767-6900 \Great plants and staff!\"""""	ca	p7g 1j2
1300 w maitland blvd, 32751, maitland, fl, florida	Churches & Religious Organizations	maitland	us	united states		orangewood.org	org		en		Orangewood Church		14075391500	us	Maitland, FL, United States	+1 407-539-1500	fl	florida	Orangewood	4.7 (18) · Presbyterian church Maitland, FL, United States Closed ⋅ Opens 8:30 a.m. Mon. · +1 407-539-1500	org	32751
220 Amherst Ave, Sheboygan Falls, WI 53085	Middle Schools	sheboygan falls	us	united states		sheboyganfalls.k12.wi.us	k12.wi.us		en		School District of Sheboygan Falls		19204677893	us	Sheboygan Falls, WI	(920) 467-7893	wi	wisconsin	Sheboygan Falls School District	No reviews · School Sheboygan Falls, WI (920) 467-7893	us	53085
9752 27 ave nw, t6n 1b2, edmonton, ab, canada, alberta	Decorators & Interior Designers	edmonton	ca	canada		revolvingrooms.ca	ca		en		Revolving Rooms Interior Design Inc.		17804658071	ca	Edmonton, AB, Canada	+1 780-465-8071	ab	alberta	Revolving Rooms Interior Design	"5.0 (7) · Interior designer Edmonton, AB, Canada Closed ⋅ Opens 7:30AM Mon · +1 780-465-8071 \A great company who pays attention to the needs of their clients!\"""""	ca	t6n 1b2
5603 44 street, t9v 0b2, lloydminster, sk, canada, saskatchewan	Veterinarians & Animal Hospitals	lloydminster	ca	canada		weirvet.com	com		en		Weir Veterinary Services		17808752281	ca	7+ years in business · Lloydminster, AB, Canada	+1 780-875-2281	ab	alberta	Weir Veterinary Services	4.9 (206) · Veterinarian 7+ years in business · Lloydminster, AB, Canada Open ⋅ Closes 5PM · +1 780-875-2281	com	t9v 0b2
8 rowan st, a1b 1x3, st. john's, newfoundland and labrador, nl, canada, newfoundland and labrador	Hair Salons|Spa & Wellness Centers	halifax	ca	canada		thehairfactory.ca	ca		en		Hair Factory		17097264247	ca	10 Rowan St Unit 8	+1 709-726-4247		nova scotia	HF Style Shopify	"4.5 (71) · Hairdresser 10 Rowan St Unit 8 Closed ⋅ Opens 9AM Mon · +1 709-726-4247 \Best salon in the city.\"""""	ca	
1 new england tech blvd, 02818-1205, east greenwich, ri, rhode island	Colleges & Universities|Colleges & Universities|Elementary Schools	east greenwich	us	united states		neit.edu	edu		en		New England Institute of Technology		14017395000	us	7+ years in business · East Greenwich, RI	(401) 739-5000	ri	rhode island	New England Institute of Technology	3.9 (56) · Vocational school 7+ years in business · East Greenwich, RI Open ⋅ Closes 8PM · (401) 739-5000	edu	028181205
50 sunny meadow blvd unit# 304, l6r 0y7, brampton, on, canada, ontario	Alternative Therapy	brampton	ca	canada	CAMERON'S Brewing is an award winning, family run, craft brewery founded in 1997 in Oakville, Ontario. Winner of over 200 brewing excellence awards. Additional Information Follow us on Twitter http://twitter.com/Cameronsbrewing and Instagram @cameronsbrewing Products Cameron's Cream Ale - Rich smooth body Cameron's Auburn Ale - Deliciously complex Cameron's Lager - This beer is never rushed... Cameron's Dark 266 - Tastes like a stout, goes down like a lager Cameron's Mixer - Try all 4 Brewmaster's Selection 1 Oak Aged Series American Whiskey Barrel VSPA in Cognac Barrel Deviator Doppelbock Bourbon Barrel Brewmaster Series RPA Rye Bock Resurrection Roggenbier Sirius Wheat Deviator Doppelbock Obsidian Imperial Porter Rum Barrel Aged Deviator Doppelbock - Bourbon Barrel Aged Obsidian Imperial Porter - Rum Barrel Aged VSPA - Cognac Barrel Aged American Whiskey Barrel	naturestouchnd.ca	ca	info@cameronsbrewing.com		http://cameronsbrewing.com	Nature's Touch Naturopathic Clinic	LocalBusiness	19054973200	ca	Brampton, ON, Canada	+1 905-497-3200	on	ontario	Nature's Touch ND	"4.9 (60) · Naturopathic practitioner Brampton, ON, Canada Open ⋅ Closes 5PM · +1 905-497-3200 \Very professional office with many naturopathic options.\"""""	ca	l6r 0y7
365 north front street, k8p 5a5, belleville, on, canada, ontario	Paints, Coatings, Dyes & Pigments	belleville	ca	canada		quintepaint.com	com		en		Quinte Paint & Wallpaper		16139699521	ca	Belleville, ON, Canada · In Bell Tower Marketplace	+1 613-969-9521	on	ontario	Quinte Paint & Wallpaper	4.5 (19) · Paint store Belleville, ON, Canada · In Bell Tower Marketplace Closed ⋅ Opens 7AM Mon · +1 613-969-9521 Curbside pickup·No in-store shopping·Delivery	com	k8p 5a5
7989 north belt line road, #139 e, 75248, dallas, tx, texas	Alarms, Surveillance & Security Systems	dallas	us	united states		bestlocksmithtx.com	com		en		Best Locksmith		12146009161	us	Dallas, TX · In Spring Creek Village	(214) 600-9161	tx	texas	Best Locksmith	4.9 (300) · Locksmith Dallas, TX · In Spring Creek Village Open 24 hours · (214) 600-9161 Their website mentions automotive locksmith services	com	75248
450 Rue Deslauriers, Saint-Laurent, Quebec H4N 1V8, Canada	Vegetarian Restaurants	saint-laurent	ca	canada		fontainesante.com	com		fr	https://ba.com/contact	Fontaine Santé	LocalBusiness	15149567730	ca	Saint-Laurent, Quebec, Canada	+1 514-956-7730	qc	quebec	Fontaine SantÃ©	3.7 (49) · Health food store Saint-Laurent, Quebec, Canada Open ⋅ Closes 5PM · +1 514-956-7730	com	h4n 1v8
1510 alberta ave., s7k 1r6, saskatoon, sk, canada, saskatchewan	Auto Parts & Repair Shops	saskatoon	ca	canada		advantagecollision.ca	ca		en		Advantage Collision Inc.		13066643415	ca	7+ years in business · 1510 Alberta Ave	+1 306-664-3415	sk	saskatchewan	Advantage Collision	"4.9 (158) · Auto body shop 7+ years in business · 1510 Alberta Ave Closed ⋅ Opens 8AM · +1 306-664-3415 \Excellent service and auto body work!\"""""	ca	s7k 1r6
2323 faithful avenue, s7k 1t9, saskatoon, sk, canada, saskatchewan	Auto Parts Store	saskatoon	ca	canada		walkersauto.ca	ca		en	https://cumberlandmaine.com	Walker's Auto & Body Supplies Ltd.	Organization	13062429544	ca	2323 Faithfull Ave	+1 306-242-9544	sk	saskatchewan	Walkers Auto & Body Supplies	"4.4 (84) · Auto parts store 2323 Faithfull Ave Closed ⋅ Opens 8AM Mon · +1 306-242-9544 \Great place for all your bodywork supplies.\"" In-store shopping·Curbside pickup·Delivery"""	ca	s7k 1t9
1001 park st, 13760, endicott, ny, new york	Libraries	endicott	us	united states	Raw food. Organic products. Seasoned advice. We are an all natural health and raw pet food business, catering to pets and their people..	gfjlibrary.org	org	info@barksidebistro.com	en	http://barksidebistro.com	George F. Johnson Memorial Library	LocalBusiness	16077575350	us	1001 Park St	+1 607-757-5350	ny	new york	George F. Johnson Memorial Library	4.9 (28) · Public library 1001 Park St Open ⋅ Closes 6PM · +1 607-757-5350	org	13760
1080 Beaver Hall Hill, Montreal, Quebec H2Z 1S8, Canada	Health & Medical Association	montreal	ca	canada		cerclecanadien-montreal.ca	ca		fr		Cercle Canadien-Montreal		15143980333	ca	1080 Beaver Hall Hill	+1 514-398-0333	qc	quebec	Cercle canadien de MontrÃ©al	4.0 (1) · Club 1080 Beaver Hall Hill +1 514-398-0333	ca	h2z 1s8
6104 172 st nw # 100, t6m 1g9, edmonton, ab, canada, alberta	Daycare Centers|Daycare Centers	edmonton	ca	canada		edmontonplaycare.com	com		en	https://atlanticcirque.com	PlayCare Daycare	Organization	17804812322	ca	6104 172 St NW #100	+1 780-481-2322	ab	alberta	PLAYCARE DAYCARE	4.0 (7) · Day care center 6104 172 St NW #100 Closed ⋅ Opens 6:30AM Mon · +1 780-481-2322	com	t6m 1g9
1020 main st, 80550, windsor, co, colorado	Other schools	windsor	us	united states		weldre4.org	org		en	https://cvdhealthdept.com	Weld RE-4 School District	LocalBusiness	19706868000	us	Windsor, CO, United States · In the Windsor High School	+1 970-686-8000	co	colorado	Weld RE-4 School District	5.0 (1) · School district office Windsor, CO, United States · In the Windsor High School Closed ⋅ Opens 7:30AM Mon · +1 970-686-8000	org	80550
119 murray st, k1n 5m5, ottawa, on, canada, ontario	Bakeries & Desserts	ottawa	ca	canada		frenchbaker.ca	ca		en		Le Boulanger Français - The French Baker		16137897941	ca	Ottawa, ON, Canada	+1 613-789-7941	on	ontario	Benny's Bistro	"4.0 (227) · $$ · Bakery Ottawa, ON, Canada Closed ⋅ Opens 8AM Fri · +1 613-789-7941 \I love all the bread and coffee in this store.\"" Dine-in·Takeaway·Delivery"""	ca	k1n 5m5
196 martin luther king blvd., 38751, indianola, ms, us, mississippi	High Schools	indianola	us	united states		sunflower.k12.ms.us	k12.ms.us		en		Sunflower County Consolidated School District		16628874919	us	Indianola, MS	(662) 887-4919	ms	mississippi	Sunflower County CSD	3.2 (5) · School district office Indianola, MS (662) 887-4919	us	38751
200 - 2110 winston park drive, l6h 6p5, oakville, on, canada, ontario	Mortgage Brokers	oakville	ca	canada		cashinmortgages.ca	ca		en		Cashin Mortgages Inc.		14168987600	ca	Oakville, ON, Canada	+1 416-898-7600	on	ontario	Cashin Mortgages	No reviews · Mortgage lender Oakville, ON, Canada Closed ⋅ Opens 9AM · +1 416-898-7600	ca	l6h 6p5
202 douglas woods hill se, t2z 3b1, calgary, ab, canada, alberta	General Contractors|Industrial Machinery & Supplies	calgary	ca	canada		envirosurfaceremovers.com	com		en	https://auroracoop.com	Enviro Surface Removers Inc	LocalBusiness	14038743000	ca		+1 403-874-3000	ab	alberta	Enviro Surface Removers	4.7 (23) · Demolition contractor 7+ years in business Closed ⋅ Opens 6AM · +1 403-874-3000	com	t2z 3b1
suite 202, 5819 2nd street sw, t2h 0h3, calgary, ab, canada, alberta	Real Estate - Agents & Managers	calgary	ca	canada		orangegroup.ca	ca		en		Orange Group Commercial Real Estate		14033032767	ca	7+ years in business · Mount Royal Village Suite 502, 1550 – 8th Street SW Calgary, AB T2R 1K1 · In Mount Royal Village	+1 403-303-2767	ab	alberta	Starbucks	5.0 (3) · Real estate agency 7+ years in business · Mount Royal Village Suite 502, 1550 – 8th Street SW Calgary, AB T2R 1K1 · In Mount Royal Village Closed ⋅ Opens 8AM Mon · +1 403-303-2767	ca	t2h 0h3
210 parkside dr, 52358, west branch, ia, iowa	Museums|Libraries|Travel Agencies	west branch	us	united states	Cycling Story Media/News Company	hoover.archives.gov	gov		en	https://besix.com	Herbert Hoover Presidential Library and Museum	LocalBusiness	13196435301		West Branch, IA · (319) 643-5301	(319) 643-5301	ia	iowa	The Herbert Hoover Presidential Library and Museum	Library West Branch, IA · (319) 643-5301 Temporarily closed	gov	52358
East St Louis, IL	High Schools	agenda	us	united states		estl189.com	com		en		East St. Louis School District 189		16186463000	us	East St Louis, IL	(618) 646-3000		kansas	Wyvetter Younge Alternative Center	4.0 (12) · School district office East St Louis, IL Closed ⋅ Opens 8AM Mon · (618) 646-3000	com	
145 taunton ave., 02914, east providence, ri, rhode island	Auto Services	east providence	us	united states		eastprovidenceri.gov	gov		en		EAST PROVIDENCE CITY HALL - LIMITED		14014357500	us	East Providence, RI	(401) 435-7500	ri	rhode island	East Providence City Council	2.9 (18) · Meeting room East Providence, RI (401) 435-7500	gov	02914
59 intrepid court, n5v 4n8, london, on, canada, ontario	Auto Electrical Equipment	london	ca	canada		woodfieldcanada.com	com		en	https://dallasofficefurniture.com	Woodfield Canada Inc.	LocalBusiness	18885655584		Etobicoke, ON, Canada	(888) 565-5584	on	ontario	Woodfield Canada	4.9 (12) · Truck accessories store Etobicoke, ON, Canada Open ⋅ Closes 4PM · (888) 565-5584	com	n5v 4n8
3104 se old olympic hwy, 98584, shelton, wa, washington	Social Services & NGOs|Social Services & NGOs	shelton	us	united states		spipa.org	org		en		South Puget Intertribal Planning Agency (SPIPA)		13604263990	us		+1 360-426-3990	wa	washington	SPIPA	No reviews · Government office 3104 SE Old Olympic Hwy · In Squaxin Island Tribe Opens soon ⋅ 9AM · +1 360-426-3990	org	98584
6815 ellerslie road sw, t6x 2a1, edmonton, ab, canada, alberta	Daycare Centers|Daycare Centers	edmonton	ca	canada		southsidechildcare.ca	ca		en		Ellerslie Daycare & Out of School Care		17804664610	ca	5+ years in business · 6815 Ellerslie Rd SW	+1 780-466-4610	ab	alberta	Southside Childcare	"3.9 (16) · Day care center 5+ years in business · 6815 Ellerslie Rd SW Closed ⋅ Opens 7AM Mon · +1 780-466-4610 \Kids at Ellerslie school walk about 5 min to the OSC.\"""""	ca	t6x 1a3
55 rutherford road, suite 205, l6w 3j3, brampton, on, canada, ontario	Newspapers & Magazines	brampton	ca	canada		torontocaribbean.com	com		en		Toronto Caribbean Newspaper		16477226298	ca	Brampton, ON, Canada	+1 647-722-6298	on	ontario	Toronto Caribbean Newspaper	"4.8 (15) · Newspaper publisher Brampton, ON, Canada Open ⋅ Closes 6PM · +1 647-722-6298 \Just Google \""Caribbean\"" and the Toronto Caribbean Newspaper pops up.\"""""	com	l6w 3j3
#5, 418 kensington avenue, s4a 3a1, estevan, sk, canada, saskatchewan	Audiology Clinics	estevan	ca	canada		suncountryhearing.com	com		en		Sun Country Hearing Ltd.		13066363277	ca	Estevan, SK, Canada	+1 306-636-3277	sk	saskatchewan	Christmas	4.3 (22) · Audiologist Estevan, SK, Canada Open ⋅ Closes 4PM · +1 306-636-3277	com	s4a 3a1
12 east main street, 01344, erving, ma, massachusetts	Executive, Legislative & Government Institutions	erving	us	united states		erving-ma.gov	gov		en		Town of Erving		14134222800	us	Erving, MA, United States	+1 413-422-2800	ma	massachusetts	Erving MA	No reviews · City or town hall Erving, MA, United States +1 413-422-2800	gov	01344
4011 pickett road, 27705, durham, nc, north carolina	High Schools	durham	us	united states		trinityschoolnc.org	org		en	https://couvreursdepereenfils.com	Trinity School of Durham and Chapel Hill	LocalBusiness	19194028262	us	Durham, NC	(919) 402-8262	nc	north carolina	Trinity School of Durham and Chapel Hill	5.0 (7) · School Durham, NC Closed ⋅ Opens 8AM Mon · (919) 402-8262	org	27705
281 w john casey rd, 60914, bourbonnais, il, illinois	Elementary Schools|Other schools	bourbonnais	us	united states		besd53.org	org				Bourbonnais Elementary School District #53		18159295100		281 W John Casey Rd	(815) 929-5100	il	illinois	Bourbonnais 53 District	3.6 (7) · School administrator 281 W John Casey Rd Open ⋅ Closes 4:30PM · (815) 929-5100	org	60914
438 du parvis, g1k 6h8, quebec, qc, canada, quebec	Breweries	quebec	ca	canada	Canadian Mortgage Authority Inc. is a boutique brokerage with a fresh and unique insight, culminating from 24 years of mortgage experience Additional Information At Canadian Mortgage Authority (CMA), we pride ourselves on our level of experience, professionalism and service commitment to our clients. In fact, from shoppi...ng the mortgage market, negotiating on your behalf right through closing, we work for you, not the bank, ensuring you get the best deal possible. With a free no-cost and no-obligation initial consultation and single application we can begin formulating the best financing solution for you by assessing your specific situation and providing professional advice to best meet your needs. From there we will help you make an educated decision by researching and filtering through the best mortgage lenders and products that will best meet your needs.  Products Mortgage products from over 40 various institutional and private lenders across Canada to ensure we match a product that best meets your individual needs.	noctem.ca	ca	mark.buller@cmamortgages.com	fr	http://canadianmortgageauthority.com	Noctem Artisans Brasseurs	LocalBusiness	15817427979	ca	Quebec City, Quebec, Canada	+1 581-742-7979	qc	quebec	Noctem Artisans Brasseurs	4.5 (1,850) · $$ · Brewpub 438 Rue du Parvis +1 581-742-7979 Dine-in·Curbside pickup·No delivery	ca	g1k 6h8
11654 highway 25, l7j 2m1, acton, on, canada, ontario	Metal Storage Tanks	acton	ca	canada		mcisaacseptic.ca	ca				McIsaac Septic Pumping And Drain Service Ltd		15198532790	ca	7+ years in business · Acton, ON, Canada	+1 519-853-2790	on	ontario	McIsaac Septic and Drain Services	"3.9 (14) · Septic system service 7+ years in business · Acton, ON, Canada Open ⋅ Closes 5PM · +1 519-853-2790 \The only company we will use for Septic pumping.\"""""	ca	l7j 2m1
537 otis drive, e6g1h6, nackawic, nb, canada, new brunswick	Breweries	nackawic	ca	Canada		bigaxe.ca	ca		en		Big Axe Brewery		15065751093	ca	Nackawic, NB, Canada	+1 506-575-1093	nb	new brunswick	ANBL Liquor	4.8 (75) Nackawic, NB, Canada	ca	e6g 1h5
20-3935 brodsky avenue, s7p0c9, saskatoon, sk, canada, saskatchewan	Engines	saskatoon	ca	canada	Thriving Communities 2019 Throwback: Sharon Boyce's story 8	superiordieselservices.ca	ca		en	https://communities.qld.gov.au	Superior Diesel Services	Organization	13062444010	ca	3935 Brodsky Avenue #20	+1 306-244-4010	sk	saskatchewan	Superior Diesel Services	"4.9 (28) · Diesel engine repair service 3935 Brodsky Avenue #20 Closed ⋅ Opens 8AM Mon · +1 306-244-4010 \Professional crew always get the job done the way I want it to be done.\"""""	ca	s7p0c9
226 service street, 3564, echuca, vic, australia, victoria	Clinics - Surgeons & Physicians	echuca	au	australia		erh.org.au	org.au		en		Echuca Regional Health		61354855000	au	Echuca VIC, Australia · +61 3 5485 5000	+61 3 5485 5000	vic	victoria	Echuca Regional Health	Hospital Echuca VIC, Australia · +61 3 5485 5000 Open 24 hours Emergency room: Open 24 hours	au	victoria
515 west main street, 60010, barrington, il, illinois	Elementary Schools	barrington	us	united states		barrington220.org	org		en	https://adventurerv.ca/contact	Barrington 220 School District	LocalBusiness	18473816300		Barrington, IL	(847) 381-6300	il	illinois	Barrington 220	4.6 (10) · School district office Barrington, IL Opens soon ⋅ 8AM · (847) 381-6300	org	60010
3051 walkers line, l7m 0w3, burlington, on, canada, ontario	Beauty Salons	burlington	ca	canada		definehairdesign.com	com		en		Define Hair Design		19053327972	ca	Burlington, ON, Canada	+1 905-332-7972	on	ontario	Define Hair Design	"4.7 (58) · Beauty salon Burlington, ON, Canada Temporarily closed · +1 905-332-7972 \great people great hair cut\"""""	com	l7m 0w3
Toronto, ON M6S 5A3, Canada	Boat Rental & Chartering Services	orion	ca	canada	Authorized KTuner Dealer Instagram @JDMTech Mississauga, Ontario, Canada	torontoadventures.ca	ca		en	http://correctautomotive.business.site	Toronto Adventures Inc.	LocalBusiness	14165362067	ca	Toronto, ON, Canada	+1 416-536-2067	on	alberta	Toronto Adventures	3.4 (14) · Adventure sports Toronto, ON, Canada Temporarily closed · +1 416-536-2067	ca	m6s 5a3
178 victoria street s, n2g2b9, kitchener, on, canada, ontario	Mortgage Brokers	kitchener	ca	canada		mortgageingenuity.ca	ca		en		Mortgage InGenuity Inc.		18664013763	us	Kitchener, ON, Canada	(866) 401-3763	on	ontario	InGenuity	"4.8 (25) · Mortgage lender Kitchener, ON, Canada Closed ⋅ Opens 8AM · (866) 401-3763 \Thanks for the help in getting a mortgage!\"" Onsite services·Online appointments"""	ca	n2g 2b9
6204 first line rd. kars, k0a 2e0, ottawa, on, canada, ontario	Auto Body Shops|Auto Services		ca			mar-lift.com	com		en		Majestic Auto Restorers Ltd.		16136924181	ca		(613) 692-4181			Majestic Auto Restorers	Kars, ON Open ⋅ Closes 4:30 p.m. · (613) 692-4181	com	
301 s monroe st, 32301, tallahassee, fl, florida	Courthouses	tallahassee	us	united states		leoncountyfl.gov	gov		en		Leon County		18506065300	us	Tallahassee, FL, United States · In Leon County Clerk of Courts and Comptroller	+1 850-606-5300	fl	florida	2NDCIRCUIT	No reviews · Local government office Tallahassee, FL, United States · In Leon County Clerk of Courts and Comptroller +1 850-606-5300	gov	32301
7018 johnstone drive, t4p 3y6, red deer, ab, canada, alberta	Pumps & Hydraulics Manufacturing	red deer	ca	canada		pumpsandpressure.com	com		en		Pumps & Pressure Inc.		18884309359	us	7018 Johnstone Drive	(888) 430-9359	ab	alberta	Pumps & Pressure	3.9 (14) · Industrial equipment supplier 7018 Johnstone Drive Closed ⋅ Opens 8AM · (888) 430-9359	com	t4p 3y6
2315 coliseum dr, 27106, winston-salem, nc, north carolina	Social Services & NGOs	winston-salem	us	united states		thecfec.org	org		en	https://consulmex.sre.gob.mx/losangeles	The Centers for Exceptional Children	LocalBusiness	13367272440		Winston-Salem, NC	(336) 727-2440	nc	north carolina	CFEC	5.0 (2) · School Winston-Salem, NC (336) 727-2440	org	27106
15 Melanie Dr, Brampton, ON L6T 4K9, Canada	Industrial Air Solutions	brampton	ca	canada		modernairfilters.com	com		en		Modern Air Filters Corporation		14167287735	ca	Brampton, ON, Canada	+1 416-728-7735	on	ontario	Modern Air Filters	"5.0 (7) · Air filter supplier Brampton, ON, Canada Closed ⋅ Opens 8AM Mon · +1 416-728-7735 \Modern air filters stand behind there products thank you for everything\"""""	com	l6t 4k9
